customer_id,plan_tier,region,mrr,api_usage_calls,support_tickets,discount_pct,payment_delays_days,churn_flag,revenue_leakage_flag
CUST-5424,Basic,APAC,29,40844,12,0.0,15,0,0
CUST-5425,Basic,EMEA,29,40035,2,0.0,42,0,0
CUST-5426,Basic,APAC,99,19675,11,0.0,11,0,0
CUST-5427,Basic,NAM,99,27984,11,0.0,22,0,0
CUST-5428,Enterprise,NAM,29,26895,2,0.0,11,1,0
CUST-5429,Basic,APAC,99,32384,14,0.2,33,0,0
CUST-5430,Basic,APAC,499,40377,4,0.0,5,0,0
CUST-5431,Basic,NAM,99,16822,6,0.0,12,0,0
CUST-5432,Pro,EMEA,99,21940,9,0.0,27,0,0
CUST-5433,Pro,EMEA,29,33766,5,0.0,18,0,0
CUST-5434,Pro,EMEA,29,8986,4,0.0,0,1,0
CUST-5435,Enterprise,NAM,29,33440,9,0.0,1,1,0
CUST-5436,Basic,EMEA,29,10066,14,0.0,2,0,0
CUST-5437,Pro,APAC,99,43027,11,0.1,41,0,0
CUST-5438,Pro,NAM,499,41118,13,0.0,29,0,0
CUST-5439,Pro,EMEA,99,4015,1,0.0,42,0,0
CUST-5440,Basic,APAC,29,45419,9,0.5,37,0,1
CUST-5441,Pro,APAC,29,11445,8,0.1,10,0,0
CUST-5442,Enterprise,NAM,29,49629,11,0.0,21,0,0
CUST-5443,Basic,EMEA,99,45770,2,0.0,40,0,0
CUST-5444,Pro,APAC,99,27998,4,0.0,26,0,0
CUST-5445,Basic,NAM,29,32669,12,0.1,20,1,0
CUST-5446,Basic,NAM,99,33199,8,0.0,20,0,0
CUST-5447,Enterprise,EMEA,29,18576,2,0.5,37,0,1
CUST-5448,Basic,NAM,99,40514,14,0.0,3,0,0
CUST-5449,Enterprise,EMEA,499,40232,3,0.0,26,0,0
CUST-5450,Pro,NAM,29,14028,2,0.5,25,0,1
CUST-5451,Pro,APAC,29,35883,3,0.0,0,0,0
CUST-5452,Enterprise,APAC,499,40496,13,0.0,39,0,0
CUST-5453,Basic,EMEA,499,25953,9,0.0,34,0,0
CUST-5454,Basic,NAM,29,36246,0,0.1,9,0,0
CUST-5455,Basic,NAM,29,25579,12,0.0,4,0,0
CUST-5456,Enterprise,EMEA,99,10477,5,0.2,6,0,0
CUST-5457,Pro,EMEA,29,40918,5,0.0,11,0,0
CUST-5458,Pro,EMEA,499,16583,6,0.5,13,0,1
CUST-5459,Pro,EMEA,29,31220,6,0.0,44,0,0
CUST-5460,Pro,NAM,29,15703,11,0.1,26,1,0
CUST-5461,Basic,EMEA,29,48484,14,0.1,41,0,0
CUST-5462,Basic,EMEA,499,47547,12,0.0,13,1,0
CUST-5463,Basic,APAC,29,29105,14,0.1,6,0,0
CUST-5464,Basic,APAC,99,7850,5,0.1,24,0,0
CUST-5465,Pro,NAM,99,2025,11,0.0,34,0,0
CUST-5466,Basic,APAC,29,12835,3,0.0,2,0,0
CUST-5467,Enterprise,NAM,499,30766,7,0.5,18,0,1
CUST-5468,Pro,NAM,499,29330,13,0.1,8,0,0
CUST-5469,Basic,APAC,99,18899,6,0.0,39,1,0
CUST-5470,Enterprise,EMEA,29,16025,3,0.2,20,0,0
CUST-5471,Basic,EMEA,29,19386,0,0.1,21,1,0
CUST-5472,Basic,NAM,29,1673,12,0.0,1,0,0
CUST-5473,Enterprise,EMEA,29,2439,12,0.2,14,0,0
CUST-5474,Basic,NAM,499,28993,1,0.0,22,0,0
CUST-5475,Pro,APAC,29,12721,7,0.0,18,1,0
CUST-5476,Basic,NAM,29,35596,12,0.1,10,1,0
CUST-5477,Pro,APAC,29,39888,10,0.1,32,0,0
CUST-5478,Basic,NAM,29,18398,12,0.1,32,0,0
CUST-5479,Basic,NAM,29,20305,10,0.1,34,0,0
CUST-5480,Basic,EMEA,499,46461,8,0.5,5,0,1
CUST-5481,Basic,APAC,29,33026,5,0.0,39,0,0
CUST-5482,Basic,APAC,499,20065,12,0.0,14,0,0
CUST-5483,Enterprise,EMEA,29,7043,8,0.1,3,0,0
CUST-5484,Pro,EMEA,29,10450,10,0.0,44,0,0
CUST-5485,Enterprise,NAM,99,43395,1,0.0,15,0,0
CUST-5486,Basic,NAM,29,17646,9,0.0,0,0,0
CUST-5487,Basic,NAM,29,48966,7,0.0,14,0,0
CUST-5488,Basic,APAC,29,3431,4,0.2,32,0,0
CUST-5489,Basic,EMEA,29,22948,8,0.0,2,0,0
CUST-5490,Enterprise,EMEA,499,11248,10,0.0,18,0,0
CUST-5491,Basic,EMEA,99,42188,2,0.0,16,0,0
CUST-5492,Basic,NAM,99,30906,11,0.2,1,0,0
CUST-5493,Basic,APAC,99,30752,5,0.1,2,0,0
CUST-5494,Enterprise,NAM,99,47535,13,0.2,23,0,0
CUST-5495,Basic,APAC,29,7274,12,0.5,19,0,1
CUST-5496,Pro,NAM,29,13128,2,0.1,19,0,0
CUST-5497,Basic,EMEA,99,3516,12,0.0,6,1,0
CUST-5498,Pro,APAC,99,41804,1,0.1,18,0,0
CUST-5499,Basic,EMEA,99,13149,10,0.0,40,0,0
CUST-5500,Pro,NAM,29,16823,2,0.0,29,1,0
CUST-5501,Basic,NAM,99,5483,0,0.5,6,0,1
CUST-5502,Pro,APAC,99,2440,9,0.0,42,0,0
CUST-5503,Pro,APAC,29,12894,5,0.0,36,0,0
CUST-5504,Enterprise,EMEA,99,43911,13,0.5,37,1,1
CUST-5505,Pro,EMEA,29,49094,5,0.0,21,0,0
CUST-5506,Basic,APAC,99,49242,11,0.0,2,0,0
CUST-5507,Basic,APAC,499,4809,10,0.2,12,0,0
CUST-5508,Basic,APAC,499,38237,7,0.0,43,0,0
CUST-5509,Pro,NAM,29,21357,1,0.5,3,0,1
CUST-5510,Pro,EMEA,29,43103,2,0.1,21,0,0
CUST-5511,Pro,NAM,99,46494,8,0.0,25,0,0
CUST-5512,Basic,NAM,29,48993,3,0.0,12,1,0
CUST-5513,Basic,NAM,29,14349,1,0.0,4,0,0
CUST-5514,Basic,APAC,29,19823,10,0.5,31,0,1
CUST-5515,Pro,EMEA,29,2380,4,0.1,34,0,0
CUST-5516,Pro,EMEA,99,4777,9,0.0,3,0,0
CUST-5517,Basic,APAC,99,18620,5,0.0,18,0,0
CUST-5518,Pro,APAC,29,9050,5,0.0,37,0,0
CUST-5519,Basic,APAC,99,1090,6,0.0,33,1,0
CUST-5520,Pro,EMEA,99,16238,12,0.0,29,1,0
CUST-5521,Pro,NAM,99,14033,13,0.0,26,0,0
CUST-5522,Basic,EMEA,29,9827,6,0.0,24,0,0
CUST-5523,Pro,NAM,99,10939,13,0.1,16,0,0
CUST-5524,Pro,NAM,29,5844,2,0.1,33,1,0
CUST-5525,Pro,NAM,99,126,7,0.0,35,0,0
CUST-5526,Basic,EMEA,29,23777,7,0.0,0,0,0
CUST-5527,Basic,APAC,99,4080,1,0.0,11,0,0
CUST-5528,Basic,APAC,499,34150,10,0.1,18,0,0
CUST-5529,Basic,EMEA,99,34138,2,0.0,30,0,0
CUST-5530,Enterprise,EMEA,29,47372,5,0.1,33,0,0
CUST-5531,Basic,NAM,499,22567,5,0.2,3,0,0
CUST-5532,Enterprise,EMEA,99,48739,1,0.0,31,0,0
CUST-5533,Basic,EMEA,99,31578,14,0.1,19,1,0
CUST-5534,Pro,NAM,499,29497,5,0.2,39,0,0
CUST-5535,Pro,EMEA,29,33612,10,0.5,32,1,1
CUST-5536,Basic,NAM,99,39913,5,0.0,8,0,0
CUST-5537,Basic,APAC,499,22153,7,0.0,2,0,0
CUST-5538,Pro,APAC,499,6302,5,0.0,9,0,0
CUST-5539,Pro,EMEA,499,45818,2,0.0,35,0,0
CUST-5540,Basic,APAC,29,12455,12,0.0,42,0,0
CUST-5541,Basic,NAM,29,8130,14,0.0,33,0,0
CUST-5542,Basic,EMEA,99,1206,0,0.0,16,1,0
CUST-5543,Basic,EMEA,99,39839,5,0.0,12,0,0
CUST-5544,Basic,APAC,29,25275,12,0.1,42,0,0
CUST-5545,Basic,APAC,99,1049,7,0.0,12,0,0
CUST-5546,Enterprise,APAC,29,41109,6,0.0,30,0,0
CUST-5547,Basic,NAM,99,15558,6,0.5,3,1,1
CUST-5548,Pro,EMEA,99,8506,11,0.1,29,0,0
CUST-5549,Pro,NAM,499,39727,14,0.0,34,0,0
CUST-5550,Basic,NAM,99,29923,5,0.1,11,0,0
CUST-5551,Basic,APAC,99,21948,12,0.1,8,0,0
CUST-5552,Basic,NAM,29,15355,3,0.1,42,0,0
CUST-5553,Basic,NAM,99,47057,6,0.0,44,0,0
CUST-5554,Basic,EMEA,499,28722,10,0.0,25,1,0
CUST-5555,Enterprise,NAM,29,21706,4,0.0,14,0,0
CUST-5556,Basic,NAM,99,14454,4,0.0,25,0,0
CUST-5557,Basic,NAM,99,9453,0,0.0,43,0,0
CUST-5558,Basic,APAC,99,46107,6,0.5,22,0,1
CUST-5559,Pro,NAM,29,44213,14,0.0,23,0,0
CUST-5560,Enterprise,EMEA,29,45110,10,0.0,19,0,0
CUST-5561,Enterprise,EMEA,29,10823,14,0.0,1,0,0
CUST-5562,Basic,NAM,499,20810,7,0.1,2,0,0
CUST-5563,Pro,NAM,99,43419,9,0.5,14,0,1
CUST-5564,Pro,APAC,29,43888,5,0.1,22,0,0
CUST-5565,Pro,NAM,29,45080,10,0.0,4,0,0
CUST-5566,Pro,NAM,29,20211,1,0.0,33,0,0
CUST-5567,Basic,EMEA,99,25262,4,0.5,6,0,1
CUST-5568,Basic,NAM,29,3117,3,0.0,10,0,0
CUST-5569,Basic,EMEA,29,47033,11,0.1,28,0,0
CUST-5570,Pro,EMEA,29,29539,6,0.1,31,0,0
CUST-5571,Pro,APAC,29,39169,12,0.0,0,1,0
CUST-5572,Basic,EMEA,29,22172,3,0.0,13,0,0
CUST-5573,Enterprise,NAM,499,14162,3,0.0,4,0,0
CUST-5574,Pro,NAM,99,14424,14,0.0,38,0,0
CUST-5575,Pro,APAC,29,763,8,0.5,31,0,1
CUST-5576,Basic,EMEA,29,3671,13,0.5,19,0,1
CUST-5577,Pro,EMEA,29,7427,14,0.0,3,0,0
CUST-5578,Basic,EMEA,29,21570,11,0.0,18,0,0
CUST-5579,Enterprise,EMEA,499,43347,2,0.0,30,0,0
CUST-5580,Basic,APAC,29,37676,12,0.0,3,0,0
CUST-5581,Pro,EMEA,99,20031,5,0.0,28,0,0
CUST-5582,Basic,EMEA,99,11817,7,0.0,10,1,0
CUST-5583,Basic,APAC,99,17002,5,0.2,21,0,0
CUST-5584,Basic,EMEA,29,31745,12,0.0,29,0,0
CUST-5585,Basic,EMEA,499,49746,5,0.0,6,0,0
CUST-5586,Basic,APAC,29,1619,13,0.0,35,0,0
CUST-5587,Basic,EMEA,499,39766,4,0.0,13,0,0
CUST-5588,Basic,APAC,99,15467,0,0.0,0,0,0
CUST-5589,Basic,APAC,29,23118,10,0.0,41,0,0
CUST-5590,Enterprise,EMEA,99,5378,1,0.0,32,0,0
CUST-5591,Pro,EMEA,29,17047,10,0.0,28,0,0
CUST-5592,Pro,EMEA,99,2210,13,0.0,2,0,0
CUST-5593,Basic,EMEA,29,40124,1,0.2,38,1,0
CUST-5594,Enterprise,APAC,29,32275,3,0.0,9,0,0
CUST-5595,Basic,EMEA,29,31415,10,0.0,21,0,0
CUST-5596,Basic,APAC,99,22059,12,0.0,24,0,0
CUST-5597,Basic,APAC,99,14634,13,0.0,7,0,0
CUST-5598,Enterprise,EMEA,29,8763,1,0.0,17,0,0
CUST-5599,Basic,APAC,99,34956,7,0.0,16,0,0
CUST-5600,Basic,EMEA,499,13882,4,0.0,11,0,0
CUST-5601,Pro,EMEA,29,27888,8,0.0,44,0,0
CUST-5602,Basic,NAM,99,43348,5,0.1,35,0,0
CUST-5603,Pro,EMEA,499,37080,3,0.5,28,0,1
CUST-5604,Basic,EMEA,99,8264,4,0.0,1,0,0
CUST-5605,Pro,APAC,29,43998,6,0.2,8,1,0
CUST-5606,Pro,APAC,99,535,9,0.0,42,0,0
CUST-5607,Enterprise,EMEA,29,4896,11,0.0,42,0,0
CUST-5608,Basic,EMEA,29,834,3,0.0,33,1,0
CUST-5609,Basic,APAC,99,33099,7,0.1,6,0,0
CUST-5610,Enterprise,EMEA,29,33219,4,0.0,0,0,0
CUST-5611,Basic,APAC,29,18051,13,0.0,22,0,0
CUST-5612,Enterprise,NAM,29,43316,2,0.0,15,0,0
CUST-5613,Enterprise,NAM,29,24525,4,0.5,34,0,1
CUST-5614,Basic,NAM,99,31976,5,0.1,42,0,0
CUST-5615,Basic,NAM,29,38660,4,0.1,7,0,0
CUST-5616,Basic,APAC,99,20367,8,0.2,12,0,0
CUST-5617,Basic,APAC,29,27732,5,0.0,5,0,0
CUST-5618,Pro,NAM,99,42824,2,0.0,43,1,0
CUST-5619,Basic,EMEA,99,29896,11,0.0,13,0,0
CUST-5620,Enterprise,NAM,99,14429,4,0.2,10,0,0
CUST-5621,Basic,NAM,29,13326,9,0.0,37,0,0
CUST-5622,Basic,EMEA,99,15240,0,0.0,17,0,0
CUST-5623,Pro,EMEA,499,576,3,0.2,23,0,0
CUST-5624,Enterprise,APAC,29,28936,8,0.0,18,1,0
CUST-5625,Enterprise,NAM,99,41942,8,0.1,20,1,0
CUST-5626,Basic,EMEA,29,48483,7,0.0,22,0,0
CUST-5627,Enterprise,APAC,29,34950,6,0.0,3,0,0
CUST-5628,Pro,EMEA,99,5157,5,0.0,10,1,0
CUST-5629,Basic,EMEA,29,1700,9,0.0,5,0,0
CUST-5630,Enterprise,APAC,99,18727,1,0.1,21,0,0
CUST-5631,Basic,APAC,29,48604,8,0.2,41,0,0
CUST-5632,Basic,EMEA,29,2449,14,0.0,35,0,0
CUST-5633,Pro,APAC,499,12125,13,0.0,14,0,0
CUST-5634,Pro,NAM,499,8283,10,0.1,10,0,0
CUST-5635,Enterprise,APAC,99,34617,0,0.0,40,0,0
CUST-5636,Basic,APAC,29,43593,8,0.0,28,0,0
CUST-5637,Pro,EMEA,29,17874,7,0.1,34,0,0
CUST-5638,Basic,APAC,99,14838,6,0.1,29,0,0
CUST-5639,Basic,APAC,29,40873,0,0.1,20,0,0
CUST-5640,Basic,NAM,499,25579,12,0.0,1,0,0
CUST-5641,Enterprise,NAM,99,1941,14,0.2,20,1,0
CUST-5642,Pro,NAM,499,2230,4,0.0,31,0,0
CUST-5643,Basic,EMEA,29,32993,1,0.0,29,0,0
CUST-5644,Basic,APAC,99,41655,4,0.0,12,0,0
CUST-5645,Pro,NAM,499,8512,9,0.0,3,0,0
CUST-5646,Basic,EMEA,99,29226,9,0.2,44,0,0
CUST-5647,Basic,APAC,99,12549,4,0.0,17,0,0
CUST-5648,Pro,NAM,499,9855,1,0.0,15,0,0
CUST-5649,Pro,APAC,99,39119,5,0.0,22,0,0
CUST-5650,Basic,NAM,29,48694,9,0.1,41,0,0
CUST-5651,Basic,NAM,29,13006,4,0.0,14,0,0
CUST-5652,Basic,APAC,499,29349,1,0.1,5,0,0
CUST-5653,Pro,APAC,499,18557,12,0.0,24,0,0
CUST-5654,Pro,EMEA,29,622,4,0.0,6,0,0
CUST-5655,Enterprise,EMEA,499,28103,6,0.0,43,0,0
CUST-5656,Pro,NAM,99,7816,7,0.0,19,1,0
CUST-5657,Basic,APAC,29,45622,4,0.1,32,0,0
CUST-5658,Basic,NAM,499,34929,13,0.0,27,0,0
CUST-5659,Pro,NAM,499,29984,9,0.0,31,0,0
CUST-5660,Basic,EMEA,99,28233,7,0.1,26,0,0
CUST-5661,Basic,APAC,99,27920,1,0.0,7,0,0
CUST-5662,Pro,APAC,499,2615,7,0.0,24,0,0
CUST-5663,Enterprise,NAM,29,11346,4,0.2,22,0,0
CUST-5664,Pro,NAM,99,36094,11,0.0,30,0,0
CUST-5665,Pro,NAM,99,48626,5,0.5,11,1,1
CUST-5666,Basic,NAM,29,11267,14,0.1,24,1,0
CUST-5667,Pro,EMEA,29,26802,5,0.0,9,0,0
CUST-5668,Basic,EMEA,29,6856,0,0.0,9,0,0
CUST-5669,Basic,APAC,499,8026,10,0.0,31,1,0
CUST-5670,Basic,APAC,499,17140,8,0.1,32,0,0
CUST-5671,Pro,APAC,29,38113,8,0.0,4,0,0
CUST-5672,Enterprise,APAC,29,34207,3,0.0,4,0,0
CUST-5673,Basic,NAM,499,2519,0,0.0,24,0,0
CUST-5674,Pro,NAM,99,37045,8,0.1,39,0,0
CUST-5675,Pro,EMEA,29,7243,7,0.5,38,0,1
CUST-5676,Basic,EMEA,99,3608,8,0.0,24,0,0
CUST-5677,Pro,APAC,29,41279,13,0.0,10,0,0
CUST-5678,Pro,NAM,99,33802,6,0.1,24,0,0
CUST-5679,Basic,NAM,29,31741,14,0.0,12,1,0
CUST-5680,Basic,NAM,29,24981,6,0.0,16,0,0
CUST-5681,Pro,APAC,99,46028,4,0.0,0,0,0
CUST-5682,Basic,NAM,99,29247,2,0.2,37,0,0
CUST-5683,Pro,EMEA,29,29478,12,0.1,1,1,0
CUST-5684,Basic,EMEA,29,14241,12,0.0,44,1,0
CUST-5685,Basic,APAC,29,12904,4,0.0,3,1,0
CUST-5686,Basic,APAC,99,31440,14,0.0,29,0,0
CUST-5687,Enterprise,NAM,499,36626,4,0.0,34,0,0
CUST-5688,Basic,NAM,29,3855,9,0.0,8,0,0
CUST-5689,Pro,EMEA,499,28674,1,0.0,35,0,0
CUST-5690,Basic,EMEA,499,21299,7,0.0,35,0,0
CUST-5691,Basic,APAC,29,11993,5,0.0,27,1,0
CUST-5692,Pro,APAC,99,6683,1,0.1,2,1,0
CUST-5693,Pro,APAC,29,7043,6,0.0,7,0,0
CUST-5694,Basic,NAM,29,34563,7,0.0,19,1,0
CUST-5695,Basic,EMEA,499,13917,2,0.0,20,0,0
CUST-5696,Basic,NAM,29,24542,9,0.0,2,0,0
CUST-5697,Basic,APAC,99,22206,3,0.2,8,0,0
CUST-5698,Pro,NAM,29,29038,10,0.0,10,0,0
CUST-5699,Basic,NAM,499,5076,10,0.5,10,0,1
CUST-5700,Pro,NAM,29,48355,6,0.0,27,1,0
CUST-5701,Pro,APAC,29,6902,3,0.5,2,1,1
CUST-5702,Pro,APAC,99,21923,10,0.1,34,0,0
CUST-5703,Basic,EMEA,29,21500,7,0.2,13,0,0
CUST-5704,Basic,APAC,99,13835,11,0.1,23,0,0
CUST-5705,Pro,APAC,29,42204,14,0.0,15,0,0
CUST-5706,Pro,APAC,29,11441,12,0.0,13,0,0
CUST-5707,Basic,APAC,29,22026,2,0.1,14,1,0
CUST-5708,Pro,APAC,99,11861,10,0.1,22,0,0
CUST-5709,Basic,EMEA,99,42590,3,0.0,15,1,0
CUST-5710,Basic,APAC,499,7312,1,0.0,31,0,0
CUST-5711,Basic,EMEA,99,22820,11,0.0,19,0,0
CUST-5712,Basic,APAC,29,44093,6,0.1,32,0,0
CUST-5713,Basic,EMEA,99,31665,4,0.0,34,0,0
CUST-5714,Basic,NAM,99,5142,9,0.0,30,0,0
CUST-5715,Pro,NAM,29,18636,10,0.0,12,0,0
CUST-5716,Basic,APAC,29,33434,3,0.1,10,0,0
CUST-5717,Basic,EMEA,99,11152,8,0.0,26,0,0
CUST-5718,Basic,EMEA,99,15989,6,0.0,37,0,0
CUST-5719,Basic,EMEA,29,15088,11,0.0,39,0,0
CUST-5720,Enterprise,EMEA,29,13656,7,0.0,21,0,0
CUST-5721,Pro,APAC,29,8218,1,0.0,22,0,0
CUST-5722,Basic,APAC,99,33712,0,0.1,21,1,0
CUST-5723,Pro,NAM,99,28492,4,0.2,32,0,0
CUST-5724,Basic,NAM,29,19467,10,0.1,40,0,0
CUST-5725,Pro,EMEA,99,43609,3,0.0,40,0,0
CUST-5726,Pro,EMEA,29,801,11,0.0,11,0,0
CUST-5727,Basic,APAC,29,2023,4,0.0,30,0,0
CUST-5728,Pro,EMEA,29,9434,9,0.0,2,0,0
CUST-5729,Pro,APAC,99,40249,14,0.0,21,1,0
CUST-5730,Pro,APAC,499,13992,11,0.5,25,0,1
CUST-5731,Enterprise,NAM,99,17412,4,0.5,6,1,1
CUST-5732,Basic,NAM,499,43883,2,0.1,25,0,0
CUST-5733,Pro,EMEA,499,6136,1,0.0,40,0,0
CUST-5734,Basic,APAC,99,16136,6,0.1,19,0,0
CUST-5735,Basic,APAC,29,27344,10,0.0,35,0,0
CUST-5736,Basic,NAM,99,18591,4,0.0,12,0,0
CUST-5737,Basic,NAM,29,2205,9,0.0,16,0,0
CUST-5738,Basic,NAM,29,6732,3,0.0,22,1,0
CUST-5739,Pro,APAC,29,4193,1,0.5,41,1,1
CUST-5740,Basic,EMEA,499,8004,4,0.1,2,0,0
CUST-5741,Pro,APAC,499,21946,2,0.0,12,0,0
CUST-5742,Basic,EMEA,29,32377,14,0.2,8,1,0
CUST-5743,Pro,APAC,29,30076,7,0.0,5,0,0
CUST-5744,Basic,APAC,29,7861,11,0.0,41,0,0
CUST-5745,Pro,NAM,99,26683,9,0.0,42,0,0
CUST-5746,Basic,NAM,99,5755,6,0.2,5,0,0
CUST-5747,Enterprise,APAC,99,47565,10,0.0,22,0,0
CUST-5748,Pro,EMEA,29,39502,0,0.1,0,0,0
CUST-5749,Basic,EMEA,99,35149,3,0.5,0,0,1
CUST-5750,Basic,NAM,29,6522,11,0.0,30,0,0
CUST-5751,Enterprise,EMEA,499,37905,1,0.5,29,0,1
CUST-5752,Pro,NAM,29,43677,7,0.0,19,1,0
CUST-5753,Pro,NAM,29,10668,12,0.0,17,0,0
CUST-5754,Basic,NAM,99,42314,8,0.1,38,0,0
CUST-5755,Enterprise,EMEA,99,242,10,0.0,39,1,0
CUST-5756,Enterprise,NAM,499,42744,2,0.2,42,0,0
CUST-5757,Basic,EMEA,29,33278,5,0.0,0,0,0
CUST-5758,Basic,APAC,29,41448,7,0.2,11,0,0
CUST-5759,Pro,EMEA,99,37644,5,0.1,13,0,0
CUST-5760,Basic,NAM,499,47341,10,0.0,35,0,0
CUST-5761,Enterprise,NAM,29,45650,0,0.1,0,0,0
CUST-5762,Pro,EMEA,99,13511,9,0.2,42,0,0
CUST-5763,Basic,EMEA,29,5246,10,0.0,9,1,0
CUST-5764,Pro,EMEA,99,11569,6,0.1,27,1,0
CUST-5765,Basic,EMEA,99,2427,6,0.0,44,0,0
CUST-5766,Enterprise,NAM,99,40128,1,0.0,5,0,0
CUST-5767,Enterprise,EMEA,29,3369,14,0.0,22,0,0
CUST-5768,Pro,EMEA,29,41930,6,0.5,7,0,1
CUST-5769,Basic,APAC,99,20399,13,0.0,8,0,0
CUST-5770,Basic,NAM,99,43967,7,0.0,29,0,0
CUST-5771,Basic,NAM,29,12102,3,0.0,7,1,0
CUST-5772,Enterprise,EMEA,29,32660,13,0.1,22,0,0
CUST-5773,Basic,NAM,99,15401,12,0.2,20,1,0
CUST-5774,Pro,APAC,99,9935,14,0.0,36,1,0
CUST-5775,Pro,APAC,29,22703,8,0.5,26,0,1
CUST-5776,Basic,APAC,99,11684,7,0.5,35,0,1
CUST-5777,Basic,EMEA,499,46986,1,0.5,18,0,1
CUST-5778,Pro,NAM,29,45714,4,0.0,39,0,0
CUST-5779,Pro,APAC,499,12666,1,0.1,29,0,0
CUST-5780,Basic,NAM,29,7405,6,0.0,34,1,0
CUST-5781,Basic,APAC,29,15854,6,0.0,15,0,0
CUST-5782,Pro,EMEA,29,5183,7,0.0,37,0,0
CUST-5783,Pro,APAC,29,10658,6,0.0,6,0,0
CUST-5784,Basic,APAC,29,36235,2,0.1,22,1,0
CUST-5785,Enterprise,NAM,29,22076,0,0.5,0,0,1
CUST-5786,Pro,APAC,29,37291,10,0.2,35,1,0
CUST-5787,Basic,EMEA,99,20473,14,0.1,11,0,0
CUST-5788,Basic,APAC,29,32143,12,0.0,26,0,0
CUST-5789,Pro,NAM,29,11836,2,0.0,18,0,0
CUST-5790,Basic,APAC,29,32361,1,0.5,29,0,1
CUST-5791,Pro,APAC,99,38794,13,0.0,1,0,0
CUST-5792,Basic,APAC,29,779,3,0.0,10,0,0
CUST-5793,Basic,NAM,29,46627,3,0.0,43,0,0
CUST-5794,Enterprise,EMEA,99,2478,8,0.5,19,0,1
CUST-5795,Enterprise,NAM,99,8624,14,0.5,9,0,1
CUST-5796,Basic,EMEA,99,31668,1,0.5,11,1,1
CUST-5797,Basic,EMEA,29,44985,10,0.0,2,0,0
CUST-5798,Basic,NAM,99,44603,11,0.0,16,1,0
CUST-5799,Pro,APAC,99,44576,1,0.0,22,0,0
CUST-5800,Pro,NAM,29,46824,5,0.0,33,1,0
CUST-5801,Basic,EMEA,29,25030,13,0.0,40,0,0
CUST-5802,Basic,EMEA,99,38628,10,0.0,8,0,0
CUST-5803,Basic,EMEA,29,15752,3,0.0,7,0,0
CUST-5804,Basic,APAC,29,21483,1,0.5,5,0,1
CUST-5805,Pro,EMEA,99,27350,11,0.0,6,1,0
CUST-5806,Basic,NAM,99,33554,6,0.0,18,0,0
CUST-5807,Basic,APAC,29,45004,8,0.0,24,1,0
CUST-5808,Basic,EMEA,99,49846,13,0.0,3,0,0
CUST-5809,Pro,EMEA,99,22898,1,0.2,19,0,0
CUST-5810,Enterprise,NAM,99,1428,9,0.1,16,1,0
CUST-5811,Basic,APAC,99,49496,6,0.0,40,0,0
CUST-5812,Pro,EMEA,29,34835,12,0.2,26,0,0
CUST-5813,Pro,APAC,99,42932,2,0.5,28,0,1
CUST-5814,Basic,NAM,29,2473,5,0.2,25,0,0
CUST-5815,Basic,APAC,499,36919,6,0.0,9,0,0
CUST-5816,Pro,EMEA,29,40130,3,0.0,41,0,0
CUST-5817,Basic,EMEA,99,38434,7,0.0,43,0,0
CUST-5818,Basic,NAM,499,36242,12,0.2,26,0,0
CUST-5819,Basic,EMEA,29,37872,5,0.0,36,0,0
CUST-5820,Pro,EMEA,99,27526,6,0.0,43,0,0
CUST-5821,Basic,NAM,29,41234,9,0.0,24,0,0
CUST-5822,Basic,EMEA,99,29175,10,0.0,15,0,0
CUST-5823,Basic,EMEA,99,30484,10,0.1,40,1,0
CUST-5824,Enterprise,EMEA,99,21148,9,0.0,20,0,0
CUST-5825,Basic,APAC,499,32683,3,0.0,14,0,0
CUST-5826,Pro,NAM,99,14883,7,0.1,21,0,0
CUST-5827,Enterprise,NAM,499,3049,7,0.2,19,0,0
CUST-5828,Enterprise,NAM,29,9524,12,0.0,38,0,0
CUST-5829,Pro,NAM,499,36612,2,0.2,33,0,0
CUST-5830,Basic,EMEA,99,16827,10,0.1,34,0,0
CUST-5831,Enterprise,NAM,99,11033,13,0.0,9,0,0
CUST-5832,Pro,EMEA,99,48991,7,0.0,4,0,0
CUST-5833,Basic,EMEA,29,43405,6,0.0,4,0,0
CUST-5834,Basic,APAC,29,27598,4,0.2,42,0,0
CUST-5835,Basic,EMEA,499,14896,7,0.0,11,0,0
CUST-5836,Basic,NAM,499,39490,12,0.0,41,0,0
CUST-5837,Enterprise,APAC,99,35164,10,0.0,10,1,0
CUST-5838,Basic,NAM,99,9470,8,0.0,44,0,0
CUST-5839,Basic,APAC,29,9647,13,0.5,11,0,1
CUST-5840,Enterprise,APAC,29,47701,13,0.0,19,0,0
CUST-5841,Basic,APAC,499,43003,9,0.0,28,0,0
CUST-5842,Basic,APAC,99,4330,1,0.0,25,0,0
CUST-5843,Basic,EMEA,29,39559,1,0.2,38,0,0
CUST-5844,Pro,EMEA,99,14923,3,0.0,17,0,0
CUST-5845,Enterprise,APAC,29,14702,11,0.2,38,0,0
CUST-5846,Enterprise,NAM,29,15366,0,0.0,23,0,0
CUST-5847,Basic,NAM,29,9942,10,0.5,23,0,1
CUST-5848,Enterprise,EMEA,99,11980,7,0.1,38,0,0
CUST-5849,Basic,APAC,499,11881,8,0.0,2,0,0
CUST-5850,Pro,NAM,99,31924,12,0.1,5,0,0
